,Title,US_Gross,Worldwide_Gross,Production_Budget,Distributor,Release_Year
2516,Lake Placid,31770413.0,31770413.0,27000000.0,20th Century Fox,1999
2517,The Back-up Plan,37490007.0,77090007.0,35000000.0,CBS Films,2010
2518,The Pledge,19719930.0,29406132.0,45000000.0,Warner Bros.,2001
2519,Proof of Life,32598931.0,62761005.0,65000000.0,Warner Bros.,2000
2520,Pollock,8596914.0,10557291.0,6000000.0,Sony Pictures Classics,2000
2521,Planet of the Apes,180011740.0,362211740.0,100000000.0,20th Century Fox,2001
2522,Please Give,4028339.0,4028339.0,3000000.0,Sony Pictures Classics,2010
2523,Planet 51,42194060.0,108005745.0,50000000.0,Sony Pictures,2009
2524,The Adventures of Pluto Nash,4411102.0,7094995.0,100000000.0,Warner Bros.,2002
2525,The Players Club,23047939.0,23047939.0,5000000.0,New Line,1998
2527,The Pineapple Express,87341380.0,100941380.0,26000000.0,Sony Pictures,2008
2528,Pinocchio,3681811.0,31681811.0,45000000.0,Miramax,2002
2530,Pandorum,10330853.0,17033431.0,40000000.0,Overture Films,2009
2531,The Punisher,33664370.0,54664370.0,33000000.0,Lionsgate,2004
2532,Pokemon 2000,43746923.0,133946923.0,30000000.0,Warner Bros.,2000
2533,Pokemon 3: The Movie,17052128.0,68452128.0,3000000.0,Warner Bros.,2001
2534,The Polar Express,181320597.0,305420597.0,170000000.0,Warner Bros.,2004
2535,Along Came Polly,88073507.0,170360435.0,42000000.0,Universal,2004
2536,Gake no ue no Ponyo,15090399.0,199090399.0,34000000.0,Walt Disney Pictures,2009
2537,Pootie Tang,3293258.0,3293258.0,3500000.0,Paramount Pictures,2001
2538,Poseidon,60674817.0,181674817.0,160000000.0,Warner Bros.,2006
2539,Possession,10103647.0,14805812.0,25000000.0,Focus Features,2002
2540,Peter Pan: Return to Neverland,48430258.0,109862682.0,20000000.0,Walt Disney Pictures,2002
2541,Practical Magic,46850558.0,68336997.0,60000000.0,Warner Bros.,1998
2542,The Devil Wears Prada,124740460.0,326551094.0,35000000.0,20th Century Fox,2006
2543,The Boat That Rocked,8017467.0,37472651.0,50000000.0,Focus Features,2009
2544,Paparazzi,15712072.0,16612072.0,20000000.0,20th Century Fox,2004
2545,Primary Colors,39017984.0,39017984.0,65000000.0,Universal,1998
2546,Precious (Based on the Novel Push by Sapphire),47566524.0,63471431.0,10000000.0,Lionsgate,2009
2547,Pride and Glory,15740721.0,43440721.0,30000000.0,Warner Bros.,2008
2548,Pride and Prejudice,38372662.0,120918508.0,28000000.0,Focus Features,2005
2549,The Road to Perdition,104054514.0,181054514.0,80000000.0,Dreamworks SKG,2002
2550,Predators,51920690.0,124549380.0,40000000.0,20th Century Fox,2010
2551,Prefontaine,590817.0,590817.0,8000000.0,Walt Disney Pictures,1997
2552,Perfume: The Story of a Murderer,2223293.0,132180323.0,63700000.0,Paramount Pictures,2006
2553,The Prince & Me,28165882.0,29356757.0,30000000.0,Paramount Pictures,2004
2554,The Perfect Man,16535005.0,19535005.0,10000000.0,Universal,2005
2555,The Pursuit of Happyness,162586036.0,306086036.0,55000000.0,Sony Pictures,2006
2557,Pearl Harbor,198539855.0,449239855.0,151500000.0,Walt Disney Pictures,2001
2558,Premonition,47852604.0,81461343.0,20000000.0,Sony Pictures,2007
2559,The Prince of Egypt,101413188.0,218600000.0,60000000.0,Dreamworks SKG,1998
2560,The Producers: The Movie Musical,19398532.0,32952995.0,45000000.0,Universal,2005
2561,Prom Night,43869350.0,57109687.0,18000000.0,Sony/Screen Gems,2008
2562,Proof,7535331.0,8284331.0,20000000.0,Miramax,2005
2563,Panic Room,95308367.0,196308367.0,48000000.0,Sony Pictures,2002
2564,The Proposal,163958031.0,317358031.0,40000000.0,Walt Disney Pictures,2009
2565,Prince of Persia: Sands of Time,90755643.0,335055643.0,200000000.0,Walt Disney Pictures,2010
2566,The Prestige,53089891.0,107896006.0,40000000.0,Walt Disney Pictures,2006
2568,The Postman,17650704.0,17650704.0,80000000.0,Warner Bros.,1997
2570,Psycho,21541218.0,37226218.0,20000000.0,Universal,1998
2571,The Patriot,113330342.0,215300000.0,110000000.0,Sony Pictures,2000
2572,Public Enemies,97104620.0,210379983.0,102500000.0,Universal,2009
2573,The Powerpuff Girls,11411644.0,16425701.0,25000000.0,Warner Bros.,2002
2574,Pulse,20264436.0,29771485.0,7500000.0,Weinstein/Dimension,2006
2575,Punch-Drunk Love,17791031.0,24591031.0,25000000.0,Sony Pictures,2002
2576,Punisher: War Zone,8050977.0,8199130.0,35000000.0,Lionsgate,2008
2577,Push,31811527.0,44411527.0,38000000.0,Summit Entertainment,2009
2578,Pushing Tin,8408835.0,8408835.0,33000000.0,20th Century Fox,1999
2579,The Painted Veil,8060487.0,15118795.0,19400000.0,Warner Independent,2006
2580,Pay it Forward,33508922.0,33508922.0,40000000.0,Warner Bros.,2000
2581,Queen of the Damned,30307804.0,30307804.0,35000000.0,Warner Bros.,2002
2582,The Quiet American,12987647.0,12987647.0,20000000.0,Miramax,2002
2583,All the Queen's Men,22723.0,22723.0,15000000.0,Strand,2002
2584,Quarantine,31691811.0,36091811.0,12000000.0,Sony/Screen Gems,2008
2585,The Queen,56441711.0,122840603.0,15000000.0,Miramax,2006
2586,Quest for Camelot,22772500.0,38172500.0,40000000.0,Warner Bros.,1998
2589,Rabbit-Proof Fence,6199600.0,16199600.0,7000000.0,Miramax,2002
2590,Radio,52333738.0,53293628.0,35000000.0,Sony Pictures,2003
2591,The Rainmaker,45916769.0,45916769.0,40000000.0,Paramount Pictures,1997
2592,Rambo,42754105.0,116754105.0,47500000.0,Lionsgate,2008
2593,Random Hearts,31054924.0,63200000.0,64000000.0,Sony Pictures,1999
2594,Rugrats in Paris,76501438.0,103284813.0,30000000.0,Paramount Pictures,2000
2595,Rugrats Go Wild,39402572.0,55443032.0,25000000.0,Paramount Pictures,2003
2596,Ratatouille,206445654.0,620495432.0,150000000.0,Walt Disney Pictures,2007
2597,Ray,75305995.0,125305995.0,40000000.0,Universal,2004
2598,BloodRayne,2405420.0,2405420.0,25000000.0,Romar,2006
2599,Rollerball,18990542.0,25852508.0,70000000.0,MGM,2002
2600,Robin Hood,105269730.0,310885538.0,210000000.0,Universal,2010
2601,Robots,128200012.0,260700012.0,80000000.0,20th Century Fox,2005
2603,Runaway Bride,152257509.0,308007919.0,70000000.0,Paramount Pictures,1999
2604,Racing Stripes,49772522.0,93772522.0,30000000.0,Warner Bros.,2005
2605,Rocky Balboa,70269899.0,155720088.0,24000000.0,MGM,2006
2606,The Road to El Dorado,50802661.0,65700000.0,95000000.0,Dreamworks SKG,2000
2607,Riding Giants,2276368.0,3216111.0,2600000.0,Sony Pictures,2004
2608,Red Dragon,92955420.0,206455420.0,78000000.0,Universal,2002
2609,The Reader,34192652.0,106107610.0,33000000.0,Weinstein Co.,2008
2610,The Reaping,25126214.0,62226214.0,40000000.0,Warner Bros.,2007
2611,Rebound,16809014.0,17492014.0,45000000.0,20th Century Fox,2005
2612,Recess: School's Out,36696761.0,44451470.0,10000000.0,Walt Disney Pictures,2001
2613,Redacted,65388.0,65388.0,5000000.0,Magnolia Pictures,2007
2614,Red-Eye,57891803.0,95891803.0,26000000.0,Dreamworks SKG,2005
2615,Reign Over Me,19661987.0,20081987.0,20000000.0,Sony Pictures,2007
2616,The Relic,33956608.0,33956608.0,60000000.0,Paramount Pictures,1997
2617,Religulous,13011160.0,13136074.0,2500000.0,Lionsgate,2008
2618,Remember Me,19068240.0,55343435.0,16000000.0,Summit Entertainment,2010
2619,"Remember Me, My Love",223878.0,223878.0,6700000.0,IDP Distribution,2004
2620,Rent,29077547.0,31670620.0,40000000.0,Sony Pictures,2005
2621,The Replacements,44737059.0,50054511.0,50000000.0,Warner Bros.,2000
2622,The Replacement Killers,19035741.0,19035741.0,30000000.0,Sony Pictures,1998
2623,Resident Evil: Apocalypse,50740078.0,128940078.0,50000000.0,Sony Pictures,2004
2624,Resident Evil: Extinction,50648679.0,146162920.0,45000000.0,Sony/Screen Gems,2007
2625,Resident Evil: Afterlife 3D,46368993.0,149568993.0,57500000.0,Sony/Screen Gems,2010
2626,Resident Evil,40119709.0,103787401.0,35000000.0,Sony Pictures,2002
2627,Return to Me,32662299.0,32662299.0,24000000.0,MGM,2000
2628,Revolutionary Road,22911480.0,76989671.0,35000000.0,Paramount Vantage,2008
2629,Be Kind Rewind,11175164.0,28505302.0,20000000.0,New Line,2008
2630,Reign of Fire,43061982.0,82150183.0,60000000.0,Walt Disney Pictures,2002
2631,Reindeer Games,23360779.0,23360779.0,36000000.0,Miramax,2000
2632,Rachel Getting Married,12796277.0,13326280.0,12000000.0,Sony Pictures Classics,2008
2633,The Rugrats Movie,100494685.0,140894685.0,28000000.0,Paramount Pictures,1998
2634,Riding in Cars with Boys,29781453.0,29781453.0,47000000.0,Sony Pictures,2001
2635,Ride With the Devil,630779.0,630779.0,35000000.0,USA Films,1999
2636,The Ring Two,75941727.0,161941727.0,50000000.0,Dreamworks SKG,2005
2638,The Adventures of Rocky & Bullwinkle,26000610.0,35129610.0,76000000.0,Universal,2000
2639,All the Real Girls,549666.0,703020.0,1000000.0,Sony Pictures Classics,2003
2640,Real Women Have Curves,5853194.0,5853194.0,3000000.0,Newmarket Films,2002
2641,Son of Rambow: A Home Movie,1785505.0,10573083.0,2000000.0,Paramount Vantage,2008
2642,Romance and Cigarettes,551002.0,3231251.0,11000000.0,Borotoro,2007
2643,Reno 911!: Miami,20342161.0,20342161.0,10000000.0,20th Century Fox,2007
2644,Rounders,22921898.0,22921898.0,12000000.0,Miramax,1998
2645,Rendition,9736045.0,20437142.0,27500000.0,New Line,2007
2646,The Rocker,6409528.0,8767338.0,15000000.0,20th Century Fox,2008
2647,Rock Star,16991902.0,19317765.0,38000000.0,Warner Bros.,2001
2648,The Rookie,75600072.0,80693537.0,22000000.0,Walt Disney Pictures,2002
2649,Roll Bounce,17380866.0,17500866.0,10000000.0,Fox Searchlight,2005
2650,Romeo Must Die,55973336.0,91036760.0,25000000.0,Warner Bros.,2000
2651,Ronin,41610884.0,41610884.0,55000000.0,MGM,1998
2652,The Ballad of Jack and Rose,712294.0,712294.0,1500000.0,IFC Films,2005
2653,Red Planet,17480890.0,33463969.0,80000000.0,Warner Bros.,2000
2654,Requiem for a Dream,3635482.0,7390108.0,4500000.0,Artisan,2000
2655,Rat Race,56607223.0,86607223.0,48000000.0,Paramount Pictures,2001
2656,Rescue Dawn,5490423.0,7037886.0,10000000.0,MGM,2007
2657,The Real Cancun,3816594.0,3816594.0,4000000.0,New Line,2003
2659,Remember the Titans,115654751.0,136706683.0,30000000.0,Walt Disney Pictures,2000
2660,Righteous Kill,40081410.0,76781410.0,60000000.0,Overture Films,2008
2661,Road Trip,68525609.0,119739110.0,16000000.0,Dreamworks SKG,2000
2662,The Ruins,17432844.0,22177122.0,25000000.0,Paramount Pictures,2008
2663,Rules of Engagement,61322858.0,71719931.0,60000000.0,Paramount Pictures,2000
2664,The Rundown,47641743.0,80831893.0,85000000.0,Universal,2003
2665,Running Scared,6855137.0,8345277.0,17000000.0,New Line,2006
2666,Running With Scissors,6775659.0,7213629.0,12000000.0,Sony Pictures,2006
2667,Rush Hour 2,226164286.0,347425832.0,90000000.0,New Line,2001
2668,Rush Hour 3,140125968.0,253025968.0,180000000.0,New Line,2007
2669,Rush Hour,141186864.0,245300000.0,35000000.0,New Line,1998
2670,Rushmore,17105219.0,19080435.0,10000000.0,Walt Disney Pictures,1998
2671,R.V.,71724497.0,87524497.0,55000000.0,Sony Pictures,2006
2672,Ravenous,2062406.0,2062406.0,12000000.0,20th Century Fox,1999
2673,Raise Your Voice,10411980.0,14811980.0,15000000.0,New Line,2004
2674,Hotel Rwanda,23519128.0,33919128.0,17500000.0,MGM,2004
2675,Sahara,68671925.0,121671925.0,145000000.0,Paramount Pictures,2005
2676,The Saint,61363304.0,169400000.0,90000000.0,Paramount Pictures,1997
2677,The Salon,139084.0,139084.0,1500000.0,Freestyle Releasing,2007
2678,I Am Sam,40270895.0,40270895.0,22000000.0,New Line,2001
2679,The Salton Sea,676698.0,676698.0,18000000.0,Warner Bros.,2002
2680,Sex and the City 2,95347692.0,288347692.0,95000000.0,Warner Bros.,2010
2681,Saved!,8886160.0,10102511.0,5000000.0,MGM,2004
2682,Saving Silverman,19351569.0,19351569.0,22000000.0,Sony Pictures,2001
2683,Saw,55185045.0,103096345.0,1200000.0,Lionsgate,2004
2684,Saw II,87025093.0,152925093.0,5000000.0,Lionsgate,2005
2685,Saw III,80238724.0,163876815.0,10000000.0,Lionsgate,2006
2686,Saw IV,63300095.0,134528909.0,10000000.0,Lionsgate,2007
2687,Saw V,56746769.0,113146769.0,10800000.0,Lionsgate,2008
2688,Saw VI,27693292.0,61259697.0,11000000.0,Lionsgate,2009
2689,Say It Isn't So,5516708.0,5516708.0,25000000.0,20th Century Fox,2001
2691,The Adventures of Sharkboy and Lavagirl in 3-D,39177684.0,69425966.0,50000000.0,Miramax/Dimension,2005
2692,Seabiscuit,120277854.0,148336445.0,86000000.0,Universal,2003
2693,A Scanner Darkly,5501616.0,7405084.0,20000000.0,Warner Independent,2006
2694,Scary Movie 2,71277420.0,141189101.0,45000000.0,Miramax/Dimension,2001
2695,Scary Movie 3,110000082.0,155200000.0,45000000.0,Miramax/Dimension,2003
2696,Scary Movie 4,90710620.0,178710620.0,40000000.0,Weinstein/Dimension,2006
2697,Scooby-Doo 2: Monsters Unleashed,84185387.0,181185387.0,25000000.0,Warner Bros.,2004
2698,Scooby-Doo,153294164.0,276294164.0,84000000.0,Warner Bros.,2002
2699,About Schmidt,65005217.0,105823486.0,30000000.0,New Line,2002
2700,The School of Rock,81261177.0,131161177.0,20000000.0,Paramount Pictures,2003
2701,School for Scoundrels,17807569.0,17807569.0,20000000.0,MGM,2006
2702,Scoop,10525717.0,39125717.0,4000000.0,Focus/Rogue Pictures,2006
2703,The Score,71069884.0,113542091.0,68000000.0,Paramount Pictures,2001
2704,Scream,103046663.0,173046663.0,15000000.0,Miramax,1996
2705,Scream 2,101363301.0,101363301.0,24000000.0,Miramax,1997
2706,Scream 3,89138076.0,161838076.0,40000000.0,Miramax,2000
2707,The Scorpion King,90580000.0,164529000.0,60000000.0,Universal,2002
2708,George A. Romero's Survival of the Dead,101740.0,101740.0,4200000.0,Magnolia Pictures,2010
2709,Stardust,38634938.0,135556675.0,70000000.0,Paramount Pictures,2007
2710,Mar adentro,2086345.0,39686345.0,13300000.0,Fine Line,2004
2711,Selena,35450113.0,35450113.0,20000000.0,Warner Bros.,1997
2712,The Sentinel,36280697.0,77280697.0,60000000.0,20th Century Fox,2006
2713,September Dawn,901857.0,901857.0,10100000.0,Black Diamond Pictures,2007
2714,You Got Served,40066497.0,48066497.0,8000000.0,Sony Pictures,2004
2715,Serving Sara,16930185.0,20146150.0,29000000.0,Paramount Pictures,2002
2717,Seven Years in Tibet,37945884.0,131445884.0,70000000.0,Sony Pictures,1997
2718,Sex and the City,152647258.0,416047258.0,57500000.0,Warner Bros.,2008
2719,Swordfish,69772969.0,147080413.0,80000000.0,Warner Bros.,2001
2720,Something's Gotta Give,124685242.0,266685242.0,80000000.0,Sony Pictures,2003
2723,Shadow of the Vampire,8279017.0,8279017.0,8000000.0,Lionsgate,2000
2724,Shaft,70327868.0,107190108.0,53012938.0,Paramount Pictures,2000
2725,The Shaggy Dog,61123569.0,87123569.0,60000000.0,Walt Disney Pictures,2006
2726,Scary Movie,157019771.0,277200000.0,19000000.0,Miramax/Dimension,2000
2727,Shaun of the Dead,13542874.0,29629128.0,5000000.0,Focus/Rogue Pictures,2004
2728,Shortbus,1985292.0,1985292.0,2000000.0,ThinkFilm,2006
2729,She's All That,63465522.0,63465522.0,10000000.0,Miramax,1999
2730,She's the Man,33889159.0,56889159.0,25000000.0,Paramount Pictures,2006
2731,Sherrybaby,199176.0,622806.0,2000000.0,IFC Films,2006
2732,Shallow Hal,70836296.0,70836296.0,40000000.0,20th Century Fox,2001
2733,Silent Hill,46982632.0,99982632.0,50000000.0,Sony Pictures,2006
2734,Shutter Island,128012934.0,294512934.0,80000000.0,Paramount Pictures,2010
2735,Shakespeare in Love,100317794.0,279500000.0,26000000.0,Miramax,1998
2736,In the Shadow of the Moon,1134358.0,1134358.0,2000000.0,ThinkFilm,2007
2737,Sherlock Holmes,209028679.0,518249844.0,80000000.0,Warner Bros.,2009
2738,She's Out of My League,31628317.0,49219151.0,20000000.0,Paramount Pictures,2010
2739,Shooter,47003582.0,95203582.0,60000000.0,Paramount Pictures,2007
2740,Shrek,267655011.0,484399218.0,50000000.0,Dreamworks SKG,2001
2741,Shrek 2,441226247.0,919838758.0,70000000.0,Dreamworks SKG,2004
2742,Shrek the Third,322719944.0,798958162.0,160000000.0,Paramount Pictures,2007
2743,Shrek Forever After,238395990.0,729395990.0,165000000.0,Paramount Pictures,2010
2744,Shark Tale,160861908.0,367275019.0,75000000.0,Dreamworks SKG,2004
2745,Shattered Glass,2207975.0,2932719.0,6000000.0,Lionsgate,2003
2746,Stealing Harvard,13973532.0,13973532.0,25000000.0,Sony Pictures,2002
2747,Showtime,37948765.0,78948765.0,85000000.0,Warner Bros.,2002
2748,Sicko,24538513.0,33538513.0,9000000.0,Lionsgate,2007
2749,The Siege,40934175.0,116625798.0,70000000.0,20th Century Fox,1998
2750,Signs,227965690.0,408265690.0,70702619.0,Walt Disney Pictures,2002
2751,Simon Birch,18253415.0,18253415.0,20000000.0,Walt Disney Pictures,1998
2752,A Simple Wish,8165213.0,8165213.0,28000000.0,Universal,1997
2753,The Simpsons Movie,183135014.0,527071022.0,72500000.0,20th Century Fox,2007
2754,Sinbad: Legend of the Seven Seas,26483452.0,80767884.0,60000000.0,Dreamworks SKG,2003
2755,Sin City,74103820.0,158753820.0,40000000.0,Miramax/Dimension,2005
2756,The Singing Detective,336456.0,524747.0,8000000.0,Paramount Pictures,2003
2757,The Sixth Sense,293506292.0,672806292.0,40000000.0,Walt Disney Pictures,1999
2759,The Skeleton Key,47907715.0,92907715.0,40000000.0,Universal,2005
2760,The Skulls,35007180.0,35007180.0,15000000.0,Universal,2000
2761,Sky High,63939454.0,81627454.0,60000000.0,Walt Disney Pictures,2005
2762,Slackers,4814244.0,4814244.0,11000000.0,Sony Pictures,2002
2763,Ready to Rumble,12372410.0,12372410.0,24000000.0,Warner Bros.,2000
2764,Soldier,14623082.0,14623082.0,75000000.0,Warner Bros.,1998
2765,Sleepy Hollow,101068340.0,207068340.0,70000000.0,Paramount Pictures,1999
2766,Lucky Number Slevin,22495466.0,55495466.0,27000000.0,MGM,2006
2767,The Secret Life of Bees,37766350.0,39612166.0,11000000.0,Fox Searchlight,2008
2768,Hannibal,165092266.0,350100280.0,87000000.0,MGM,2001
2769,Southland Tales,275380.0,364607.0,17000000.0,Samuel Goldwyn Films,2007
2770,Slow Burn,1237615.0,1237615.0,15500000.0,Lionsgate,2007
2771,Sleepover,9408183.0,9408183.0,10000000.0,MGM,2004
2772,The Bridge of San Luis Rey,49981.0,1696765.0,24000000.0,Fine Line,2005
2773,Slither,7802450.0,12834936.0,15250000.0,Universal,2006
2774,Slumdog Millionaire,141319928.0,365257315.0,14000000.0,Fox Searchlight,2008
2775,Slums of Beverly Hills,5502773.0,5502773.0,5000000.0,Fox Searchlight,1998
2776,Small Soldiers,55143823.0,71743823.0,40000000.0,Dreamworks SKG,1998
2777,Mr. And Mrs. Smith,186336279.0,478336279.0,110000000.0,20th Century Fox,2005
2778,Smokin' Aces,35662731.0,56047261.0,17000000.0,Universal,2007
2779,Someone Like You,27338033.0,38684906.0,23000000.0,20th Century Fox,2001
2780,Death to Smoochy,8355815.0,8374062.0,50000000.0,Warner Bros.,2002
2781,Simply Irresistible,4398989.0,4398989.0,6000000.0,20th Century Fox,1999
2782,Summer Catch,19693891.0,19693891.0,17000000.0,Warner Bros.,2001
2783,There's Something About Mary,176484651.0,360099999.0,22000000.0,20th Century Fox,1998
2784,Snake Eyes,55591409.0,103891409.0,73000000.0,Paramount Pictures,1998
2785,Snakes on a Plane,34020814.0,62020814.0,33000000.0,New Line,2006
2786,Lemony Snicket's A Series of Unfortunate Events,118627117.0,201627117.0,100000000.0,Paramount Pictures,2004
2787,House of Sand and Fog,13005485.0,16157923.0,16500000.0,Dreamworks SKG,2003
2788,A Sound of Thunder,1900451.0,6300451.0,80000000.0,Warner Bros.,2005
2789,See No Evil,15032800.0,15387513.0,8000000.0,Lionsgate,2006
2790,The Shipping News,11405825.0,24405825.0,35000000.0,Miramax,2001
2791,Shanghai Knights,60470220.0,60470220.0,50000000.0,Walt Disney Pictures,2003
2792,Shanghai Noon,56932305.0,71189835.0,55000000.0,Walt Disney Pictures,2000
2793,Snow Dogs,81150692.0,115010692.0,32000000.0,Walt Disney Pictures,2002
2794,Snow Falling on Cedars,14378353.0,14378353.0,36000000.0,Universal,1999
2795,Sunshine,3688560.0,32030610.0,40000000.0,Fox Searchlight,2007
2796,Snatch,30093107.0,83593107.0,10000000.0,Sony Pictures,2000
2797,Snow Day,60008303.0,62452927.0,13000000.0,Paramount Pictures,2000
2798,Sorority Boys,10198766.0,12516222.0,12000000.0,Walt Disney Pictures,2002
2799,Solaris,14970038.0,14970038.0,47000000.0,20th Century Fox,2002
2800,Solitary Man,4354546.0,4354546.0,12500000.0,Anchor Bay Entertainment,2010
2801,The Soloist,31720158.0,38286958.0,60000000.0,Paramount Pictures,2009
2802,Songcatcher,3050934.0,3050934.0,1800000.0,Lionsgate,2001
2804,Standard Operating Procedure,228830.0,228830.0,5000000.0,Sony Pictures Classics,2008
2805,The Sorcerer's Apprentice,62492818.0,200092818.0,160000000.0,Walt Disney Pictures,2010
2806,Soul Food,43492389.0,43492389.0,7500000.0,20th Century Fox,1997
2807,Soul Plane,13922211.0,14553807.0,16000000.0,MGM,2004
2808,"South Park: Bigger, Longer & Uncut",52037603.0,52037603.0,21000000.0,Paramount Pictures,1999
2809,Space Jam,90463534.0,250200000.0,80000000.0,Warner Bros.,1996
2810,Spanglish,42044321.0,54344321.0,75000000.0,Sony Pictures,2004
2811,Spawn,54979992.0,87949859.0,40000000.0,New Line,1997
2812,Superbad,121463226.0,169863226.0,17500000.0,Sony Pictures,2007
2813,SpongeBob SquarePants,85416609.0,140416609.0,30000000.0,Paramount Pictures,2004
2814,Space Chimps,30105968.0,59517784.0,37000000.0,20th Century Fox,2008
2815,Space Cowboys,90454043.0,128874043.0,65000000.0,Warner Bros.,2000
2816,Spider,1641788.0,1641788.0,10000000.0,Sony Pictures Classics,2003
2817,Speed Racer,43945766.0,93394462.0,120000000.0,Warner Bros.,2008
2818,The Spiderwick Chronicles,71195053.0,162839667.0,92500000.0,Paramount Pictures,2008
2820,Speed II: Cruise Control,48097081.0,150468000.0,110000000.0,20th Century Fox,1997
2821,Sphere,37068294.0,50168294.0,73000000.0,Warner Bros.,1998
2822,Spiceworld,29342592.0,56042592.0,25000000.0,Sony Pictures,1998
2823,Spider-Man 2,373524485.0,783705001.0,200000000.0,Sony Pictures,2004
2824,Spider-Man 3,336530303.0,890871626.0,258000000.0,Sony Pictures,2007
2825,Spider-Man,403706375.0,821708551.0,139000000.0,Sony Pictures,2002
2826,Scott Pilgrim vs. The World,31167395.0,43149143.0,85000000.0,Universal,2010
2827,See Spot Run,33357476.0,43057552.0,16000000.0,Warner Bros.,2001
2828,Superman Returns,200120000.0,391120000.0,232000000.0,Warner Bros.,2006
2829,Supernova,14218868.0,14218868.0,60000000.0,MGM,2000
2830,Spirited Away,10049886.0,274949886.0,19000000.0,Walt Disney Pictures,2002
2832,Spy Game,62362560.0,143049560.0,90000000.0,Universal,2001
2833,Spy Kids 2: The Island of Lost Dreams,85846296.0,119721296.0,38000000.0,Miramax/Dimension,2002
2834,Spy Kids 3-D: Game Over,111760631.0,167851995.0,40000000.0,Miramax/Dimension,2003
2835,Spy Kids,112692062.0,197692062.0,35000000.0,Miramax/Dimension,2001
2836,The Square,406216.0,406216.0,1900000.0,Apparition,2010
2837,The Squid and the Whale,7372734.0,11098131.0,1500000.0,IDP/Goldwyn/Roadside,2005
2838,Serendipity,50255310.0,75294136.0,28000000.0,Miramax,2001
2839,Saint Ralph,795126.0,795126.0,5200000.0,Samuel Goldwyn Films,2005
2840,Shaolin Soccer,488872.0,42776032.0,10000000.0,Miramax,2004
2841,Superstar,30628981.0,30628981.0,14000000.0,Paramount Pictures,1999
2842,Soul Survivors,3100650.0,4288246.0,14000000.0,Artisan,2001
2843,Spirit: Stallion of the Cimarron,73215310.0,106515310.0,80000000.0,Dreamworks SKG,2002
2844,Star Wars Ep. II: Attack of the Clones,310676740.0,656695615.0,115000000.0,20th Century Fox,2002
2845,Star Wars Ep. III: Revenge of the Sith,380270577.0,848998877.0,115000000.0,20th Century Fox,2005
2846,Starship Troopers,54768952.0,121100000.0,100000000.0,Sony Pictures,1997
2848,Stay Alive,23086480.0,23187506.0,20000000.0,Walt Disney Pictures,2006
2849,Small Time Crooks,17266359.0,29934477.0,18000000.0,Dreamworks SKG,2000
2850,Steel,1686429.0,1686429.0,16000000.0,Warner Bros.,1997
2851,How Stella Got Her Groove Back,37672944.0,37672944.0,20000000.0,20th Century Fox,1998
2852,The Stepford Wives,59475623.0,96221971.0,100000000.0,Paramount Pictures,2004
2853,Stepmom,91137662.0,119709917.0,50000000.0,Sony/TriStar,1998
2854,Stomp the Yard,61356221.0,76356221.0,14000000.0,Sony/Screen Gems,2007
2855,Stranger Than Fiction,40435190.0,45235190.0,30000000.0,Sony Pictures,2006
2857,Stick It,26910736.0,30399714.0,20000000.0,Walt Disney Pictures,2006
2858,Stigmata,50041732.0,89441732.0,32000000.0,MGM,1999
2859,A Stir of Echoes,21133087.0,21133087.0,12000000.0,Artisan,1999
2860,Street Kings,26415649.0,65589243.0,20000000.0,Fox Searchlight,2008
2861,Stuart Little,140015224.0,298800000.0,105000000.0,Sony Pictures,1999
2862,Stuart Little 2,64956806.0,166000000.0,120000000.0,Sony Pictures,2002
2863,Stealth,32116746.0,76416746.0,138000000.0,Sony Pictures,2005
2864,Steamboy,468867.0,10468867.0,20000000.0,Sony Pictures,2005
2865,The Statement,765637.0,1545064.0,27000000.0,Sony Pictures,2003
2866,Stolen Summer,119841.0,119841.0,1500000.0,Miramax,2002
2867,Stop-Loss,10915744.0,11179472.0,25000000.0,Paramount Pictures,2008
2868,The Perfect Storm,182618434.0,328711434.0,120000000.0,Warner Bros.,2000
2869,The Story of Us,27100030.0,27100030.0,50000000.0,Universal,1999
2870,The Stepfather,29062561.0,29227561.0,20000000.0,Sony/Screen Gems,2009
2871,State of Play,37017955.0,91445389.0,60000000.0,Universal,2009
2872,The Sisterhood of the Traveling Pants 2,44089964.0,44154645.0,27000000.0,Warner Bros.,2008
2873,Sisterhood of the Traveling Pants,39053061.0,41560117.0,25000000.0,Warner Bros.,2005
2874,Step Up,65328121.0,115328121.0,12000000.0,Walt Disney Pictures,2006
2875,The Straight Story,6197866.0,6197866.0,10000000.0,Walt Disney Pictures,1999
2876,Star Trek: First Contact,92027888.0,150000000.0,46000000.0,Paramount Pictures,1996
2877,Star Trek: Insurrection,70187658.0,117800000.0,70000000.0,Paramount Pictures,1998
2878,Star Trek: Nemesis,43254409.0,67312826.0,60000000.0,Paramount Pictures,2002
2879,Alex Rider: Operation Stormbreaker,659210.0,9351567.0,40000000.0,Weinstein Co.,2006
2880,The Strangers,52597610.0,80597610.0,9000000.0,Focus Features,2008
2881,Super Troopers,18492362.0,23046142.0,3000000.0,Fox Searchlight,2002
2882,Strangers with Candy,2072645.0,2077844.0,2000000.0,ThinkFilm,2006
2883,Star Wars Ep. I: The Phantom Menace,431088297.0,924288297.0,115000000.0,20th Century Fox,1999
